index,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
1422,-5,-1,4,3,-4,1,117,-22,-50,-18,-50,-12
1423,-4,2,6,1,-5,4,115,-21,-49,-17,-48,-10
1424,-3,4,7,0,-5,5,114,-21,-47,-15,-46,-9
1425,-3,6,9,-1,-6,7,112,-20,-45,-14,-44,-7
1426,-2,7,9,-2,-5,8,109,-20,-44,-12,-42,-7
1427,-1,9,10,-4,-5,9,107,-19,-43,-12,-42,-6
1428,-1,9,10,-4,-5,9,103,-19,-43,-11,-41,-7
1429,-1,10,11,-4,-6,10,100,-18,-42,-11,-40,-6
1430,-1,10,11,-4,-6,10,96,-19,-42,-10,-40,-6
1431,0,10,10,-5,-5,10,90,-19,-42,-11,-40,-7
1432,0,9,9,-4,-4,9,85,-21,-43,-12,-41,-7
1433,0,9,9,-4,-4,9,79,-22,-43,-12,-41,-8
1434,0,8,8,-4,-4,8,73,-24,-45,-13,-42,-8
1435,0,8,8,-4,-4,8,69,-25,-46,-13,-42,-8
1436,0,7,7,-3,-3,7,64,-27,-46,-13,-41,-8
1437,1,8,7,-4,-3,7,61,-28,-47,-13,-41,-7
1438,2,8,6,-5,-2,7,57,-30,-48,-13,-41,-8
1439,2,9,7,-5,-2,8,55,-30,-49,-13,-40,-7
1440,3,9,6,-6,-1,7,53,-30,-48,-13,-39,-6
1441,3,8,5,-5,-1,6,52,-30,-48,-12,-38,-6
1442,5,8,3,-6,1,5,51,-29,-47,-11,-37,-5
1443,5,7,2,-6,1,4,49,-29,-47,-11,-37,-5
1444,6,7,1,-6,2,4,48,-28,-46,-11,-36,-4
1445,6,5,-1,-5,3,2,46,-27,-45,-10,-34,-4
1446,7,4,-3,-5,5,0,44,-26,-45,-10,-34,-5
1447,7,2,-5,-4,6,-1,42,-25,-44,-9,-33,-4
1448,8,1,-7,-4,7,-3,38,-25,-45,-9,-34,-5
1449,8,-1,-9,-3,8,-5,35,-24,-45,-10,-33,-4
1450,8,-2,-10,-3,9,-6,33,-22,-45,-10,-33,-4
1451,8,-4,-12,-2,10,-8,30,-22,-45,-9,-32,-3
1452,7,-5,-12,-1,9,-8,27,-21,-44,-9,-31,-3
1453,7,-7,-14,0,10,-10,24,-21,-45,-10,-32,-4
1454,7,-8,-15,0,11,-11,20,-20,-45,-10,-31,-3
1455,6,-9,-15,1,10,-12,17,-20,-44,-9,-31,-4
1456,6,-10,-16,2,11,-13,14,-19,-44,-9,-30,-3
1457,5,-10,-15,2,10,-12,11,-18,-44,-9,-31,-4
1458,3,-10,-13,3,8,-11,7,-18,-44,-10,-31,-5
1459,2,-10,-12,4,7,-11,4,-18,-45,-11,-32,-6
1460,0,-11,-11,5,5,-11,0,-17,-45,-11,-32,-8
1461,-3,-12,-9,7,3,-10,-3,-17,-45,-12,-33,-8
1462,-5,-14,-9,9,2,-11,-5,-18,-46,-12,-34,-9
1463,-6,-16,-10,11,2,-13,-9,-18,-47,-14,-36,-11
1464,-8,-19,-11,13,1,-15,-12,-19,-47,-16,-37,-12
1465,-10,-22,-12,16,1,-17,-16,-19,-48,-17,-39,-14
1466,-11,-24,-13,17,1,-18,-18,-21,-50,-19,-40,-14
1467,-12,-26,-14,19,1,-20,-21,-21,-51,-20,-40,-15
1468,-13,-28,-15,20,1,-21,-25,-22,-53,-21,-41,-15
1469,-14,-30,-16,22,1,-23,-27,-22,-54,-23,-41,-17
1470,-15,-31,-16,23,0,-23,-30,-23,-55,-24,-43,-17
1471,-14,-31,-17,22,1,-24,-32,-24,-55,-25,-43,-18
1472,-15,-30,-15,22,0,-22,-33,-24,-56,-26,-44,-18
1473,-15,-30,-15,22,0,-22,-35,-25,-56,-26,-43,-19
1474,-14,-29,-15,21,0,-22,-36,-25,-57,-27,-43,-18
1475,-14,-28,-14,21,0,-21,-37,-24,-56,-27,-44,-19
1476,-13,-27,-14,20,0,-20,-37,-25,-56,-27,-44,-19
1477,-13,-26,-13,19,0,-19,-38,-24,-55,-26,-43,-20
1478,-13,-25,-12,19,0,-18,-38,-24,-55,-26,-43,-19
1479,-13,-25,-12,19,0,-18,-39,-25,-55,-25,-42,-19
1480,-13,-26,-13,19,0,-19,-40,-24,-54,-25,-42,-20
1481,-13,-26,-13,19,0,-19,-40,-24,-54,-24,-41,-19
1482,-13,-25,-12,19,0,-18,-42,-23,-54,-24,-41,-19
1483,-14,-25,-11,19,-1,-18,-44,-24,-54,-23,-40,-18
1484,-14,-24,-10,19,-2,-17,-45,-23,-53,-23,-40,-18
1485,-13,-24,-11,18,-1,-17,-47,-23,-53,-23,-39,-19
1486,-13,-24,-11,18,-1,-17,-48,-22,-52,-22,-40,-18
1487,-13,-23,-10,18,-1,-16,-51,-23,-53,-22,-39,-18
1488,-13,-23,-10,18,-1,-16,-53,-23,-53,-22,-39,-19
1489,-13,-22,-9,17,-2,-15,-55,-23,-53,-22,-38,-19
1490,-12,-21,-9,16,-1,-15,-57,-23,-53,-21,-38,-18
1491,-13,-21,-8,17,-2,-14,-61,-25,-54,-21,-37,-18
1492,-13,-21,-8,17,-2,-14,-64,-27,-56,-22,-36,-17
1493,-13,-21,-8,17,-2,-14,-66,-29,-58,-23,-36,-17
1494,-12,-21,-9,16,-1,-15,-69,-30,-59,-23,-35,-16
1495,-13,-22,-9,17,-2,-15,-70,-30,-59,-23,-35,-16
1496,-14,-23,-9,18,-2,-16,-71,-31,-60,-23,-36,-17
1497,-16,-23,-7,19,-4,-15,-69,-29,-58,-24,-37,-19
1498,-18,-25,-7,21,-5,-16,-64,-23,-53,-24,-39,-22
1499,-20,-28,-8,24,-6,-18,-55,-11,-44,-23,-43,-27
1500,-24,-31,-7,27,-8,-19,-43,4,-31,-21,-48,-34
1501,-28,-33,-5,30,-11,-19,-28,22,-13,-17,-53,-41
1502,-31,-35,-4,33,-13,-19,-12,44,10,-10,-56,-47
1503,-34,-36,-2,35,-16,-19,6,70,37,0,-56,-51
1504,-33,-35,-2,34,-15,-18,25,100,69,15,-51,-53
1505,-29,-31,-2,30,-13,-16,43,132,106,37,-41,-49
1506,-20,-19,1,19,-10,-9,56,164,147,66,-20,-36
1507,-5,4,9,0,-7,6,60,189,186,104,11,-13
1508,15,38,23,-26,-4,30,54,203,220,148,56,23
1509,41,79,38,-60,1,58,39,206,247,197,111,68
1510,69,129,60,-99,4,94,16,199,264,250,175,123
1511,99,190,91,-144,4,140,-18,177,271,303,245,186
1512,129,261,132,-195,-1,196,-64,135,261,354,319,254
1513,158,333,175,-245,-8,254,-119,73,232,397,390,323
1514,181,396,215,-288,-17,305,-179,-4,184,428,450,383
1515,195,444,249,-319,-27,346,-236,-86,123,444,493,430
1516,201,475,274,-338,-36,374,-286,-166,57,445,515,458
1517,201,490,289,-345,-44,389,-331,-244,-14,430,515,469
1518,193,487,294,-340,-50,390,-371,-317,-90,395,493,460
1519,176,463,287,-319,-55,375,-401,-381,-167,342,447,431
1520,152,417,265,-284,-56,341,-416,-426,-233,278,382,382
1521,125,357,232,-241,-53,294,-415,-449,-286,207,304,320
1522,96,293,197,-194,-50,245,-405,-457,-329,129,219,252
1523,70,232,162,-151,-46,197,-390,-452,-364,48,134,185
1524,46,176,130,-111,-42,153,-369,-435,-387,-29,56,122
1525,23,125,102,-74,-39,113,-340,-406,-397,-93,-10,67
1526,5,81,76,-43,-35,78,-306,-367,-390,-139,-62,22
1527,-9,47,56,-19,-32,51,-270,-321,-370,-169,-97,-12
1528,-17,24,41,-3,-29,32,-238,-276,-342,-184,-117,-33
1529,-21,11,32,5,-26,21,-208,-232,-310,-187,-124,-46
1530,-22,2,24,10,-23,13,-181,-189,-270,-175,-120,-50
1531,-20,-4,16,12,-18,6,-155,-146,-223,-149,-107,-49
1532,-18,-8,10,13,-14,1,-132,-106,-174,-116,-90,-45
1533,-15,-10,5,12,-10,-2,-113,-74,-130,-85,-73,-41
1534,-12,-10,2,11,-7,-4,-98,-49,-94,-59,-58,-36
1535,-9,-11,-2,10,-3,-6,-85,-30,-64,-37,-45,-31
1536,-8,-12,-4,10,-2,-8,-74,-13,-39,-18,-35,-27
1537,-7,-14,-7,10,0,-10,-62,0,-19,-4,-27,-24
1538,-7,-14,-7,10,0,-10,-53,9,-6,5,-22,-22
1539,-8,-15,-7,11,0,-11,-45,15,2,9,-21,-22
1540,-9,-16,-7,12,-1,-11,-40,19,5,9,-21,-22
1541,-10,-18,-8,14,-1,-13,-36,22,7,8,-21,-23
1542,-10,-19,-9,14,0,-14,-32,25,9,8,-21,-24
1543,-10,-21,-11,15,0,-16,-29,28,10,8,-22,-24
1544,-11,-24,-13,17,1,-18,-27,30,10,7,-23,-26
1545,-12,-26,-14,19,1,-20,-26,31,11,7,-23,-27
1546,-12,-28,-16,20,2,-22,-25,32,12,7,-24,-28
1547,-12,-29,-17,20,2,-23,-24,34,14,8,-22,-27
1548,-12,-30,-18,21,3,-24,-23,35,16,9,-22,-28
1549,-12,-31,-19,21,3,-25,-22,37,17,9,-21,-28
1550,-13,-32,-19,22,3,-25,-21,38,19,10,-21,-29
1551,-13,-31,-18,22,2,-24,-19,40,21,10,-21,-28
1552,-12,-30,-18,21,3,-24,-18,41,22,12,-19,-28
1553,-12,-28,-16,20,2,-22,-17,42,24,13,-18,-27
1554,-11,-28,-17,19,3,-22,-16,44,26,15,-18,-27
1555,-10,-28,-18,19,4,-23,-16,45,27,15,-17,-26
1556,-10,-27,-17,18,3,-22,-15,45,29,16,-15,-25
1557,-9,-27,-18,18,4,-22,-15,47,30,18,-14,-25
1558,-8,-26,-18,17,5,-22,-14,48,32,19,-14,-24
1559,-8,-25,-17,16,4,-21,-14,49,33,21,-12,-24
1560,-8,-27,-19,17,5,-23,-13,50,35,22,-11,-23
1561,-9,-28,-19,18,5,-23,-13,50,37,22,-9,-22
1562,-8,-29,-21,18,6,-25,-13,51,38,23,-9,-22
1563,-8,-27,-19,17,5,-23,-12,51,39,25,-8,-22
1564,-9,-27,-18,18,4,-22,-12,52,40,26,-7,-21
1565,-9,-26,-17,17,4,-21,-11,53,42,26,-7,-21
1566,-8,-26,-18,17,5,-22,-12,53,43,27,-6,-21
1567,-8,-26,-18,17,5,-22,-11,54,44,28,-6,-21
1568,-7,-24,-17,15,5,-20,-11,55,44,28,-6,-21
1569,-6,-23,-17,14,5,-20,-10,56,45,29,-5,-20
1570,-6,-21,-15,13,4,-18,-10,56,47,29,-4,-20
1571,-5,-20,-15,12,5,-17,-9,57,48,30,-4,-21
1572,-5,-20,-15,12,5,-17,-9,57,50,32,-3,-21
1573,-5,-19,-14,12,4,-16,-8,58,51,32,-3,-20
1574,-4,-19,-15,11,5,-17,-8,59,52,34,-2,-20
1575,-4,-19,-15,11,5,-17,-6,60,54,35,0,-19
1576,-3,-18,-15,10,6,-16,-6,62,55,37,0,-19
1577,-3,-18,-15,10,6,-16,-5,62,56,38,1,-18
1578,-4,-18,-14,11,5,-16,-5,63,58,39,3,-18
1579,-3,-19,-16,11,6,-17,-4,64,59,41,4,-17
1580,-3,-18,-15,10,6,-16,-3,66,62,42,6,-17
1581,-2,-18,-16,10,7,-17,-3,67,64,43,6,-16
1582,-3,-17,-14,10,5,-15,-2,67,65,45,7,-15
1583,-2,-17,-15,9,6,-16,-2,69,67,46,9,-15
1584,-2,-16,-14,9,6,-15,-1,70,68,48,10,-14
1585,-1,-15,-14,8,6,-14,-1,70,70,49,10,-14
1586,-1,-15,-14,8,6,-14,1,72,73,50,12,-13
1587,0,-14,-14,7,7,-14,1,73,75,52,13,-13
1588,1,-14,-15,6,8,-14,2,75,76,53,13,-12
1589,1,-14,-15,6,8,-14,2,75,78,54,15,-12
1590,2,-12,-14,5,8,-13,4,76,79,56,16,-11
1591,2,-11,-13,4,7,-12,4,78,82,57,16,-10
1592,4,-11,-15,3,9,-13,5,79,83,59,18,-10
1593,5,-10,-15,2,10,-12,6,81,85,61,19,-9
1594,5,-9,-14,2,9,-11,8,81,86,62,21,-9
1595,6,-8,-14,1,10,-11,8,83,89,64,21,-8
1596,7,-7,-14,0,10,-10,9,84,90,65,22,-6
1597,7,-7,-14,0,10,-10,11,86,93,67,24,-5
1598,7,-7,-14,0,10,-10,12,88,95,70,25,-5
1599,8,-6,-14,-1,11,-10,13,89,98,72,27,-4
1600,9,-5,-14,-2,11,-9,13,91,99,73,28,-4
1601,9,-5,-14,-2,11,-9,15,92,102,75,30,-3
1602,9,-4,-13,-2,11,-8,15,94,104,76,30,-2
1603,9,-4,-13,-2,11,-8,16,96,107,78,32,-2
1604,10,-3,-13,-3,11,-8,15,97,108,81,33,-1
1605,10,-2,-12,-4,11,-7,15,99,111,82,35,-1
1606,10,0,-10,-5,10,-5,16,102,113,84,36,0
1607,11,1,-10,-6,10,-4,16,103,116,85,37,0
1608,11,3,-8,-7,9,-2,17,105,118,88,39,2
1609,12,4,-8,-8,10,-2,17,107,122,90,40,3
1610,14,6,-8,-10,11,-1,17,110,124,93,42,3
1611,14,7,-7,-10,10,0,18,113,127,95,45,4
1612,15,7,-8,-11,11,0,18,115,130,98,47,5
1613,17,9,-8,-13,12,0,18,117,133,101,48,7
1614,18,11,-7,-14,12,2,19,121,137,103,50,8
1615,20,12,-8,-16,14,2,19,123,140,106,53,9
1616,22,13,-9,-17,15,2,20,126,143,108,55,11
1617,23,13,-10,-18,16,1,19,128,147,112,58,12
1618,24,14,-10,-19,17,2,20,131,149,114,59,15
1619,24,16,-8,-20,16,4,20,133,153,117,62,17
1620,25,17,-8,-21,16,4,21,136,156,120,64,18
1621,26,19,-7,-22,16,6,21,138,160,122,67,20
1622,26,20,-6,-23,16,7,20,141,162,125,69,21
1623,27,20,-7,-23,17,6,21,142,165,127,71,24
1624,28,22,-6,-25,17,8,21,145,169,130,74,25
1625,28,24,-4,-26,16,10,20,147,171,133,76,27
1626,29,27,-2,-28,15,12,20,148,174,135,79,28
1627,31,29,-2,-30,16,13,19,150,176,138,81,30
1628,32,30,-2,-31,17,14,19,151,179,141,84,31
1629,33,33,0,-33,16,16,17,153,180,142,85,33
1630,34,35,1,-34,16,18,17,154,182,144,88,34
1631,36,39,3,-37,16,21,16,155,184,147,90,36
1632,38,42,4,-40,17,23,16,155,185,149,93,37
1633,39,44,5,-41,17,24,15,156,187,151,95,40
1634,41,47,6,-44,17,26,13,156,188,153,97,41
1635,42,49,7,-45,17,28,12,156,189,154,100,43
1636,42,51,9,-46,16,30,12,157,190,156,102,45
1637,43,53,10,-48,16,31,11,157,191,159,105,47
1638,45,55,10,-50,17,32,11,156,191,160,107,49
1639,45,56,11,-50,17,33,10,156,192,162,108,51
1640,46,57,11,-51,17,34,8,155,192,163,111,53
1641,47,57,10,-52,18,33,7,155,191,164,113,56
1642,48,58,10,-53,19,34,7,154,192,166,116,58
1643,49,60,11,-54,19,35,5,153,191,166,117,59
1644,49,61,12,-55,18,36,3,151,191,167,119,62
1645,50,63,13,-56,18,38,2,150,190,167,120,63
1646,52,65,13,-58,19,39,0,148,189,168,122,65
1647,53,66,13,-59,20,39,-1,147,187,168,123,66
1648,53,68,15,-60,19,41,-2,145,186,169,125,68
1649,54,70,16,-62,19,43,-4,143,183,168,126,69
1650,55,71,16,-63,19,43,-5,140,181,168,126,70
1651,56,73,17,-64,19,45,-6,138,178,166,126,70
1652,56,74,18,-65,19,46,-8,135,176,166,127,71
1653,55,74,19,-64,18,46,-9,132,172,165,127,72
1654,55,75,20,-65,17,47,-11,128,169,163,127,72
1655,55,76,21,-65,17,48,-12,125,165,162,127,73
1656,55,77,22,-66,16,49,-14,120,161,160,126,73
1657,55,78,23,-66,16,50,-17,116,156,157,126,73
1658,54,78,24,-66,15,51,-19,111,152,155,126,74
1659,54,79,25,-66,14,52,-20,106,147,152,125,74
1660,53,79,26,-66,13,52,-23,100,142,150,124,73
1661,53,79,26,-66,13,52,-25,96,136,147,124,73
1662,54,80,26,-67,14,53,-26,91,131,144,122,73
1663,54,81,27,-67,13,54,-28,85,125,141,121,73
1664,53,79,26,-66,13,52,-29,80,120,137,119,72
1665,53,77,24,-65,14,50,-31,75,114,134,119,72
1666,52,76,24,-64,14,50,-32,70,108,130,117,71
1667,50,74,24,-62,13,49,-32,65,102,125,115,71
1668,50,73,23,-61,13,48,-34,60,96,121,113,70
1669,48,70,22,-59,13,46,-34,54,89,116,110,68
1670,45,66,21,-55,12,43,-35,50,83,111,108,66
1671,42,61,19,-51,11,40,-35,45,76,106,105,64
1672,40,59,19,-49,10,39,-36,39,68,100,101,61
1673,38,57,19,-47,9,38,-36,34,62,94,96,59
1674,36,55,19,-45,8,37,-37,28,55,88,93,55
1675,33,53,20,-43,6,36,-37,23,47,81,88,52
1676,31,51,20,-41,5,35,-38,19,41,75,83,48
1677,29,49,20,-39,4,34,-37,14,34,70,79,45
1678,27,48,21,-37,3,34,-36,10,28,64,74,42
1679,25,46,21,-35,2,33,-36,7,23,58,69,38
1680,23,43,20,-33,1,31,-35,3,17,53,65,35
1681,21,40,19,-30,1,29,-34,1,13,47,61,32
1682,19,37,18,-28,0,27,-33,-2,7,41,56,28
1683,17,33,16,-25,0,24,-32,-4,3,36,52,25
1684,15,29,14,-22,0,21,-30,-7,-2,31,47,21
1685,13,26,13,-19,0,19,-29,-8,-5,25,43,18
1686,10,22,12,-16,-1,17,-28,-11,-10,20,39,15
1687,8,18,10,-13,-1,14,-27,-13,-14,14,34,11
1688,6,15,9,-10,-1,12,-26,-15,-18,10,29,7
1689,3,12,9,-7,-3,10,-24,-16,-21,5,26,5
1690,1,10,9,-5,-4,9,-23,-18,-25,1,21,2
1691,0,8,8,-4,-4,8,-23,-20,-28,-4,17,-2
1692,-3,5,8,-1,-5,6,-21,-21,-31,-7,14,-4
1693,-5,3,8,1,-6,5,-20,-22,-34,-11,10,-7
1694,-6,0,6,3,-6,3,-18,-23,-35,-14,8,-9
1695,-7,-3,4,5,-5,0,-17,-23,-38,-17,6,-10
1696,-8,-4,4,6,-6,0,-15,-24,-40,-20,3,-13
1697,-9,-5,4,7,-6,0,-14,-24,-41,-22,1,-15
1698,-10,-7,3,8,-6,-2,-14,-24,-43,-25,-1,-16
1699,-10,-8,2,9,-6,-3,-12,-25,-44,-26,-3,-18
1700,-11,-9,2,10,-6,-3,-11,-25,-45,-28,-4,-20
1701,-12,-9,3,10,-7,-3,-11,-26,-46,-30,-6,-21
1702,-13,-10,3,11,-8,-3,-10,-26,-46,-31,-7,-23
1703,-14,-11,3,12,-8,-4,-10,-26,-47,-33,-9,-24
1704,-15,-11,4,13,-9,-3,-9,-25,-46,-34,-9,-26
1705,-16,-13,3,14,-9,-5,-9,-25,-46,-34,-11,-26
1706,-17,-15,2,16,-9,-6,-7,-24,-47,-35,-12,-27
1707,-17,-17,0,17,-8,-8,-7,-25,-47,-36,-12,-27
1708,-18,-17,1,17,-9,-8,-7,-24,-48,-36,-13,-29
1709,-19,-18,1,18,-10,-8,-6,-24,-48,-37,-13,-29
1710,-19,-19,0,19,-9,-9,-6,-23,-47,-37,-14,-29
1711,-19,-19,0,19,-9,-9,-5,-22,-47,-36,-13,-30
1712,-19,-20,-1,19,-9,-10,-5,-22,-46,-36,-14,-30
1713,-18,-19,-1,18,-8,-10,-6,-22,-47,-37,-14,-31
1714,-18,-17,1,17,-9,-8,-6,-21,-47,-37,-15,-31
1715,-17,-17,0,17,-8,-8,-6,-21,-47,-38,-15,-30
1716,-17,-16,1,16,-9,-7,-5,-20,-46,-37,-14,-31
1717,-18,-17,1,17,-9,-8,-5,-20,-46,-37,-15,-31
1718,-18,-16,2,17,-10,-7,-4,-20,-45,-38,-15,-30
1719,-17,-16,1,16,-9,-7,-4,-19,-45,-37,-14,-30
1720,-18,-17,1,17,-9,-8,-4,-19,-44,-37,-15,-31
1721,-18,-17,1,17,-9,-8,-3,-19,-44,-36,-14,-31
1722,-19,-18,1,18,-10,-8,-3,-18,-43,-37,-15,-32
1723,-18,-18,0,18,-9,-9,-3,-18,-42,-36,-15,-31
1724,-18,-18,0,18,-9,-9,-3,-18,-42,-36,-14,-32
1725,-19,-18,1,18,-10,-8,-2,-17,-41,-36,-14,-32
1726,-19,-17,2,18,-10,-7,-2,-17,-41,-35,-15,-33
1727,-18,-17,1,17,-9,-8,-1,-16,-40,-35,-14,-32
1728,-18,-18,0,18,-9,-9,-1,-17,-40,-34,-14,-32
1729,-18,-17,1,17,-9,-8,-2,-16,-40,-35,-13,-33
1730,-18,-17,1,17,-9,-8,-2,-16,-39,-34,-14,-32
1731,-18,-18,0,18,-9,-9,-1,-15,-39,-34,-13,-32
1732,-18,-18,0,18,-9,-9,-1,-15,-38,-33,-13,-31
1733,-18,-17,1,17,-9,-8,-1,-15,-38,-34,-12,-31
1734,-18,-17,1,17,-9,-8,-1,-16,-38,-34,-13,-32
1735,-18,-16,2,17,-10,-7,-2,-16,-39,-35,-13,-32
1736,-19,-16,3,17,-11,-6,-1,-17,-39,-35,-12,-31
1737,-19,-16,3,17,-11,-6,-2,-16,-38,-34,-13,-32
1738,-18,-15,3,16,-10,-6,-2,-16,-39,-35,-13,-32
1739,-19,-15,4,17,-11,-5,-3,-17,-39,-35,-12,-33
1740,-19,-15,4,17,-11,-5,-2,-17,-39,-36,-13,-32
1741,-18,-14,4,16,-11,-5,-2,-18,-39,-35,-12,-32
1742,-18,-14,4,16,-11,-5,-3,-18,-38,-35,-12,-31
1743,-17,-14,3,15,-10,-5,-3,-17,-39,-34,-10,-31
1744,-17,-15,2,16,-9,-6,-2,-17,-38,-34,-10,-29
1745,-17,-15,2,16,-9,-6,-2,-18,-38,-33,-9,-29
1746,-16,-14,2,15,-9,-6,-3,-18,-38,-34,-9,-29
1747,-16,-15,1,15,-8,-7,-2,-17,-38,-34,-8,-28
1748,-15,-15,0,15,-7,-7,-2,-17,-39,-33,-7,-28
1749,-15,-15,0,15,-7,-7,-2,-18,-39,-33,-7,-27
1750,-15,-15,0,15,-7,-7,-3,-18,-39,-33,-7,-27
1751,-15,-15,0,15,-7,-7,-3,-19,-40,-34,-7,-28
1752,-16,-15,1,15,-8,-7,-4,-19,-40,-34,-8,-28
1753,-16,-14,2,15,-9,-6,-4,-20,-41,-34,-8,-29
1754,-15,-13,2,14,-8,-5,-4,-21,-43,-35,-8,-30
1755,-16,-13,3,14,-9,-5,-5,-21,-44,-35,-9,-29
1756,-16,-12,4,14,-10,-4,-5,-22,-44,-37,-9,-30
1757,-15,-10,5,12,-10,-2,-6,-23,-45,-37,-10,-30
1758,-15,-10,5,12,-10,-2,-7,-23,-47,-38,-10,-31
1759,-15,-9,6,12,-10,-1,-7,-23,-47,-38,-11,-30
1760,-14,-9,5,11,-9,-2,-8,-24,-48,-40,-10,-30
1761,-14,-10,4,12,-9,-3,-8,-24,-48,-40,-10,-31
1762,-14,-10,4,12,-9,-3,-7,-25,-50,-41,-11,-30
1763,-14,-10,4,12,-9,-3,-8,-25,-50,-41,-10,-30
1764,-15,-11,4,13,-9,-3,-8,-25,-51,-42,-10,-31
1765,-14,-12,2,13,-8,-5,-7,-26,-51,-42,-11,-30
1766,-14,-12,2,13,-8,-5,-8,-26,-53,-43,-11,-30
1767,-15,-12,3,13,-9,-4,-8,-26,-53,-44,-11,-29
1768,-15,-13,2,14,-8,-5,-9,-27,-54,-44,-12,-30
1769,-16,-14,2,15,-9,-6,-8,-27,-54,-45,-12,-30
1770,-17,-14,3,15,-10,-5,-8,-28,-55,-46,-13,-31
1771,-17,-14,3,15,-10,-5,-9,-28,-57,-47,-13,-31
1772,-17,-14,3,15,-10,-5,-9,-29,-58,-47,-13,-31
1773,-18,-14,4,16,-11,-5,-10,-28,-58,-48,-14,-31
1774,-18,-15,3,16,-10,-6,-10,-29,-59,-49,-13,-31
1775,-18,-15,3,16,-10,-6,-9,-29,-59,-49,-14,-31
1776,-17,-14,3,15,-10,-5,-10,-30,-60,-50,-14,-32
1777,-17,-14,3,15,-10,-5,-10,-30,-60,-51,-15,-32
1778,-18,-13,5,15,-11,-4,-11,-29,-61,-51,-14,-32
1779,-18,-14,4,16,-11,-5,-11,-29,-61,-52,-14,-32
1780,-17,-14,3,15,-10,-5,-11,-30,-61,-52,-15,-32
1781,-18,-13,5,15,-11,-4,-10,-30,-62,-52,-15,-32
1782,-18,-13,5,15,-11,-4,-10,-31,-62,-53,-15,-33
1783,-17,-12,5,14,-11,-3,-11,-31,-63,-54,-16,-33
1784,-18,-12,6,15,-12,-3,-11,-32,-64,-54,-16,-33
1785,-18,-13,5,15,-11,-4,-11,-32,-64,-55,-17,-34
1786,-19,-13,6,16,-12,-3,-10,-33,-65,-55,-17,-34
1787,-19,-14,5,16,-12,-4,-10,-32,-65,-55,-16,-33
1788,-18,-15,3,16,-10,-6,-11,-33,-66,-56,-17,-34
1789,-18,-14,4,16,-11,-5,-11,-33,-66,-56,-17,-34
1790,-18,-15,3,16,-10,-6,-10,-34,-66,-57,-16,-33
1791,-18,-15,3,16,-10,-6,-10,-33,-67,-57,-17,-33
1792,-18,-15,3,16,-10,-6,-11,-33,-67,-57,-16,-34
1793,-18,-15,3,16,-10,-6,-11,-34,-68,-56,-16,-33
1794,-18,-14,4,16,-11,-5,-11,-34,-67,-56,-17,-33
1795,-18,-15,3,16,-10,-6,-12,-35,-68,-57,-17,-34
1796,-19,-15,4,17,-11,-5,-12,-35,-68,-57,-16,-34
1797,-19,-15,4,17,-11,-5,-12,-36,-69,-58,-16,-33
1798,-19,-14,5,16,-12,-4,-13,-35,-69,-58,-16,-34
1799,-19,-14,5,16,-12,-4,-13,-36,-68,-57,-16,-34
1800,-20,-15,5,17,-12,-5,-14,-36,-68,-58,-16,-33
1801,-20,-15,5,17,-12,-5,-14,-35,-69,-58,-16,-33
1802,-21,-16,5,18,-13,-5,-13,-36,-69,-59,-17,-34
1803,-21,-15,6,18,-13,-4,-13,-36,-70,-58,-17,-34
1804,-22,-16,6,19,-14,-5,-13,-37,-70,-58,-16,-34
1805,-22,-16,6,19,-14,-5,-14,-36,-69,-59,-17,-34
1806,-22,-15,7,18,-14,-4,-14,-37,-69,-59,-17,-34
1807,-21,-15,6,18,-13,-4,-15,-37,-70,-60,-16,-35
1808,-21,-14,7,17,-14,-3,-15,-38,-70,-60,-17,-35
1809,-20,-13,7,16,-13,-3,-15,-38,-70,-59,-17,-34
1810,-20,-12,8,16,-14,-2,-16,-37,-70,-59,-16,-35
1811,-19,-11,8,15,-13,-1,-16,-37,-70,-60,-17,-35
1812,-19,-12,7,15,-13,-2,-15,-38,-70,-60,-17,-34
1813,-20,-12,8,16,-14,-2,-16,-38,-71,-60,-16,-35
1814,-20,-12,8,16,-14,-2,-16,-38,-70,-60,-16,-34
1815,-19,-14,5,16,-12,-4,-15,-37,-69,-59,-15,-34
1816,-20,-14,6,17,-13,-4,-15,-37,-69,-59,-15,-33
1817,-21,-15,6,18,-13,-4,-14,-38,-69,-59,-14,-34
1818,-21,-15,6,18,-13,-4,-14,-38,-70,-58,-15,-34
1819,-21,-16,5,18,-13,-5,-15,-38,-69,-58,-14,-33
1820,-21,-16,5,18,-13,-5,-15,-37,-69,-59,-14,-33
1821,-20,-15,5,17,-12,-5,-14,-37,-68,-59,-13,-32
1822,-21,-15,6,18,-13,-4,-14,-36,-69,-58,-14,-32
1823,-21,-14,7,17,-14,-3,-13,-36,-69,-58,-14,-33
1824,-20,-14,6,17,-13,-4,-13,-37,-68,-58,-13,-32
1825,-19,-14,5,16,-12,-4,-14,-37,-69,-59,-14,-33
1826,-18,-13,5,15,-11,-4,-14,-37,-68,-59,-14,-33
1827,-18,-13,5,15,-11,-4,-13,-36,-68,-58,-13,-32
1828,-19,-13,6,16,-12,-3,-13,-36,-67,-58,-14,-33
1829,-19,-13,6,16,-12,-3,-14,-36,-67,-59,-14,-33
